"HGNC_Symbol","hiPSC_Neuron","BloodmRNA","DISC1_RNA","gandalMicro","gandalRNAseq","hiPSC_NPC1","MtSinaiACC","MtSinaiDLPFC","MtSinaiMTA","MtSinaiTPA","Stanley","CommonMind_DLPFC","Deep_Neurons","Superficial_Neurons","Superficial_Deep_Neurons","Lewis_2017_L3","Lewis_2017_L5","Lewis_2015_L3","Lewis_2015_L5","barnesAll","barnesFemale","barnesMale","Iwamoto_BA10_SCZ","Iwamoto_BA46_SCZ","MaycoxAll","MaycoxFemale","MaycoxMale","PietersenAllParvalbumin","PietersenAllPyramidal","PietersenFemaleParvalbumin","PietersenFemalePyramidal","PietersenMaleParvalbumin","PietersenMalePyramidal"
"DAG1","0.03, p=0.86474","0.35, p=0.0517","-0.03, p=0.89227","0.04, p=0.01683","-0.03, p=0.43516","-0.11, p=0.48417","0.01, p=0.96131","0, p=0.98821","0.05, p=0.65683","0.13, p=0.2251","0.04, p=0.19961","-0.04, p=0.00532","-0.1, p=0.25654","-0.09, p=0.30378","-0.18, p=0.1456","0.12, p=0.25924","0.28, p=0.01809","0.13, p=0.09187","0.06, p=0.44184","-0.06, p=0.56576","-0.09, p=0.40332","-0.01, p=0.56226","0.09, p=0.49327","0.18, p=0.28335","0, p=0.69204","0.04, p=0.70608","-0.05, p=0.62181","-0.16, p=0.54741","-0.16, p=0.54586","0.01, p=0.45405","-0.02, p=0.71263","-0.32, p=0.72685","-0.33, p=0.69298"
"MEST","-0.03, p=0.86533",NA,"-1.3, p=0.00012","0, p=0.99416","0.02, p=0.50425","-0.08, p=0.64594","-0.03, p=0.84444","0.17, p=0.15941","0.04, p=0.74687","0.25, p=0.03165","0.02, p=0.68073","-0.04, p=0.02205","-0.01, p=0.92703","-0.03, p=0.79783","-0.05, p=0.81242","0.21, p=0.27811","0.22, p=0.2876","0.12, p=0.49762","-0.02, p=0.92123","-0.08, p=0.50582","-0.32, p=0.1023","0.11, p=0.46804","0.04, p=0.81733","0.1, p=0.38709","-0.16, p=0.05257","-0.25, p=0.07371","-0.14, p=0.24851","-0.58, p=0.36361","0.09, p=0.88567","-0.29, p=0.7627","-0.17, p=0.84394","-0.87, p=0.3715","0.42, p=0.67557"
"MYLK","-0.04, p=0.86645","0.04, p=0.854","-2.8, p=0","0.04, p=0.1781","-0.01, p=0.80353","0.09, p=0.67456","-0.28, p=0.26573","-0.33, p=0.13518","-0.31, p=0.21113","-0.18, p=0.37202","0.04, p=0.32929","-0.03, p=0.09152","0.04, p=0.40875","0.05, p=0.39145","0.09, p=0.25592","0.03, p=0.92891","0.25, p=0.44504","-0.23, p=0.06315","-0.02, p=0.88916","0.11, p=0.16394","0.09, p=0.47714","0.11, p=0.20014","-0.04, p=0.80901","-0.01, p=0.92219","-0.03, p=0.64024","-0.05, p=0.59808","0.07, p=0.35931","-0.25, p=0.65875","-0.29, p=0.468","-0.12, p=0.75539","0.22, p=0.24222","-0.38, p=0.5245","-0.92, p=0.34723"
"DNM1L","-0.01, p=0.86852","0.14, p=0.33","0.35, p=0.104","-0.07, p=0.00049","-0.09, p=1e-05","-0.02, p=0.7133","0.12, p=0.48852","-0.01, p=0.96459","0.14, p=0.40263","0.05, p=0.73142","-0.01, p=0.71992","-0.03, p=0.00147","0.05, p=0.57347","0.04, p=0.65237","0.1, p=0.4939","-0.03, p=0.74464","-0.16, p=0.05435","-0.08, p=0.16816","-0.05, p=0.38231","0.06, p=0.68109","-0.57, p=0.2657","0.33, p=0.62279","0.05, p=0.77679","-0.07, p=0.54644","0.15, p=0.29523","-0.02, p=0.2575","0.2, p=0.37069","-0.71, p=0.33819","-0.44, p=0.49163","-0.92, p=0.37253","-0.48, p=0.6076","-0.49, p=0.60925","-0.4, p=0.59849"
"POLR1C","-0.02, p=0.86947","0.17, p=0.293","-0.23, p=0.35546","-0.05, p=0.00264","0, p=0.96088","0.08, p=0.4576","0.21, p=0.0559","0.37, p=0.2132","-0.06, p=0.59757","0.07, p=0.50963","-0.03, p=0.07896","0, p=0.8152","-0.05, p=0.54997","-0.05, p=0.55326","-0.11, p=0.42094","-0.06, p=0.8258","0.05, p=0.84278","-0.04, p=0.72709","0, p=0.97796","0.04, p=0.56016","-0.06, p=0.5802","0.12, p=0.19147","-0.13, p=0.41251","-0.04, p=0.53859","-0.01, p=0.63936","0.03, p=0.43981","-0.02, p=0.79182","-0.72, p=0.35649","0.27, p=0.68348","-0.08, p=0.82528","0.11, p=0.90047","-1.37, p=0.28119","0.48, p=0.64105"
"ANKRD10","0.01, p=0.86958","-0.19, p=0.239","0.03, p=0.87835","0.04, p=0.06838","0.05, p=0.00604","0.13, p=0.1018","-0.02, p=0.8412","-0.14, p=0.07521","0.1, p=0.40875","0.05, p=0.67469","0.05, p=0.13534","0, p=0.7335","0.06, p=0.48974","0.07, p=0.46705","0.13, p=0.33795","-0.24, p=0.27502","0.44, p=0.05602","0.68, p=0.00608","0.67, p=0.00705","-0.45, p=0.12855","-0.16, p=0.52807","-0.54, p=0.12462",NA,"0.09, p=0.21709","-0.03, p=0.51558","-0.03, p=0.31649","0, p=0.80605","0.11, p=0.39783","-0.42, p=0.31548","0.19, p=0.55751","0.21, p=0.49234","0.03, p=0.37277","-1.2, p=0.16389"
"CDK4","0.02, p=0.8696","-0.35, p=0.0299","-0.09, p=0.64502","0.02, p=0.15257","0.03, p=0.54965","0.01, p=0.93746","-0.11, p=0.34486","0.86, p=0.34817","0.02, p=0.84921","-0.08, p=0.48324","-0.03, p=0.31293","-0.02, p=0.245","0.07, p=0.46513","0.08, p=0.38667","0.15, p=0.28058","-0.03, p=0.86848","0.12, p=0.51403","0.16, p=0.43159","-0.24, p=0.22425","0.03, p=0.70152","0.03, p=0.81363","0.04, p=0.72342","-0.03, p=0.80606","-0.04, p=0.5532","0.1, p=0.09041","0.13, p=0.21356","0.13, p=0.12374","-0.04, p=0.95168","0.72, p=0.24613","-0.11, p=0.91518","0.91, p=0.27355","0.02, p=0.98483","0.48, p=0.63393"
"ID2","-0.06, p=0.87075","0.19, p=0.0996","-0.82, p=0.00558","-0.04, p=0.15597","-0.11, p=0.03766","0.64, p=0.06983","-0.06, p=0.61276","-0.16, p=0.34347","0.13, p=0.2394","0.15, p=0.22621","0, p=0.97978","-0.03, p=0.1688","0.12, p=0.25126","0.12, p=0.26832","0.24, p=0.12936","-0.11, p=0.47314","-0.1, p=0.25011","-0.17, p=0.34175","-0.46, p=0.01349","0.07, p=0.49644","0.04, p=0.52585","-0.39, p=0.17787","-0.59, p=0.31759","0.12, p=0.34309","0.11, p=0.32224","-0.25, p=0.30203","0.04, p=0.44403","-0.59, p=0.34485","-0.14, p=0.23012","0.18, p=0.68613","0.31, p=0.38952","-1.35, p=0.18697","-0.7, p=0.20126"
"TM9SF3","0.01, p=0.87291","-0.48, p=0.112","-0.52, p=0.02875","-0.03, p=0.15648","0, p=0.88705","-0.06, p=0.41872","-0.01, p=0.93631","0.13, p=0.04678","0, p=0.97356","-0.02, p=0.82298","-0.03, p=0.26804","-0.02, p=0.06688","0.04, p=0.73364","0.03, p=0.79112","0.08, p=0.68274","-0.01, p=0.86022","-0.02, p=0.59397","-0.07, p=0.09885","-0.09, p=0.02764","-0.01, p=0.78163","-0.11, p=0.39696","0.06, p=0.53368",NA,"0.03, p=0.70573","-0.07, p=0.27461","-0.08, p=0.39933","-0.07, p=0.52314","-0.03, p=0.45246","-0.23, p=0.43202","-0.08, p=0.4707","-0.05, p=0.81036","0.02, p=0.5713","-0.46, p=0.36644"
"LYN","0.07, p=0.87306","-0.4, p=0.365","-3.34, p=0","0.12, p=0.00337","0.05, p=0.31069","0.17, p=0.68249","-0.49, p=0.15351","0.35, p=0.5725","-0.54, p=0.12347","-0.68, p=0.10234","0.04, p=0.1307","-0.02, p=0.4475","0.04, p=0.69212","0.04, p=0.65927","0.08, p=0.57091","-0.06, p=0.3129","0.08, p=0.22804","0.19, p=0.10462","-0.06, p=0.60955","0.37, p=0.13289","0.46, p=0.17528","0.3, p=0.40929","0.27, p=0.35109","-0.08, p=0.53865","0.25, p=0.06481","0.42, p=0.04607","0.19, p=0.31528","0.19, p=0.66574","0.28, p=0.08497","0.27, p=0.6231","0.81, p=0.19699","0.12, p=0.51794","-0.38, p=0.19514"
"OXCT1","-0.02, p=0.87434","-0.13, p=0.62","0.92, p=0.00081","0, p=0.9554","0, p=0.89586","0, p=0.99269","0.34, p=0.1515","-0.11, p=0.36527","-0.03, p=0.86505","0.18, p=0.29483","-0.06, p=0.40318","0.02, p=0.03199","0.08, p=0.43878","0.07, p=0.50355","0.15, p=0.33026","0.11, p=0.16406","0.16, p=0.05368","-0.48, p=9e-05","-0.43, p=0.00052","0.03, p=0.87827","-0.18, p=0.5069","0.19, p=0.42676","0.11, p=0.46571","0.07, p=0.46104","-0.05, p=0.6618","-0.2, p=0.31357","0.01, p=0.95587","-0.5, p=0.39445","-0.1, p=0.59642","0.25, p=0.77855","-0.08, p=0.82302","-1.24, p=0.23467","-0.14, p=0.59092"
"MRPL19","-0.01, p=0.87478","-0.12, p=0.593","-0.01, p=0.9689","0.02, p=0.44633","-0.03, p=0.02609","0.04, p=0.54556","-0.1, p=0.47883","0.16, p=0.23866","0.17, p=0.22218","0.14, p=0.33282","-0.01, p=0.81931","-0.03, p=0.00409","0.11, p=0.20392","0.11, p=0.20091","0.22, p=0.08672","-0.12, p=0.47336","-0.13, p=0.44513","-0.24, p=0.00469","-0.2, p=0.01879","-0.04, p=0.50721","0.14, p=0.45557","-0.18, p=0.20824","-0.16, p=0.22703","-0.05, p=0.71026","0.02, p=0.4755","0, p=0.63597","0.03, p=0.54937","-0.09, p=0.64389","-0.49, p=0.43145","0.58, p=0.39625","-0.22, p=0.72767","-0.75, p=0.45054","-0.83, p=0.40166"
"APOE","-0.05, p=0.87738",NA,"-1.49, p=0.16369","0.18, p=0.00094","0.03, p=0.49118","-0.28, p=0.5112","-0.07, p=0.79055","0.23, p=0.43827","0.19, p=0.42513","0.16, p=0.51098","0.03, p=0.22734","0.04, p=0.1325","-0.01, p=0.927","-0.02, p=0.89778","-0.03, p=0.88122","0.07, p=0.29254","0.09, p=0.15855","0.34, p=0.00056","0.24, p=0.01747","0, p=0.85385","0.01, p=0.92387","0.03, p=0.86296","0, p=0.99981","0.23, p=0.16226","-0.01, p=0.82855","-0.06, p=0.6508","0.07, p=0.66151","0.33, p=0.57345","0.98, p=0.11814","-0.9, p=0.3593","1.28, p=0.15435","0.37, p=0.29738","0.62, p=0.51837"
"PTPRK","-0.02, p=0.87811",NA,"-1.73, p=0","0, p=0.80919","0.07, p=0.1633","0.05, p=0.64263","-0.06, p=0.58621","-0.27, p=0.06681","0.06, p=0.54487","-0.03, p=0.79143","0, p=0.94079","-0.01, p=0.5656","0.09, p=0.27911","0.1, p=0.2199","0.19, p=0.11988","-0.03, p=0.87635","0.05, p=0.83303","0.02, p=0.89328","-0.2, p=0.08857","-0.09, p=0.48795","0.17, p=0.635","-0.32, p=0.05426","-0.03, p=0.67039","0.1, p=0.13996","0.12, p=0.12564","0.16, p=0.17263","0.11, p=0.35666","-0.27, p=0.69612","0.03, p=0.74389","0.04, p=0.67327","0.18, p=0.83462","-0.59, p=0.57469","-0.16, p=0.58671"
"TXNDC9","-0.02, p=0.88008","0.02, p=0.897","-0.35, p=0.29382","-0.05, p=0.05049","-0.13, p=0","0.01, p=0.91999","0.15, p=0.22417","0.12, p=0.66714","-0.28, p=0.07289","-0.21, p=0.07772","-0.11, p=0.0264","0, p=0.7278","0.04, p=0.5908","0.05, p=0.51393","0.09, p=0.42025","-0.06, p=0.70667","-0.25, p=0.12425","-0.39, p=0.00515","-0.41, p=0.00407","-0.14, p=0.20538","-0.25, p=0.14987","-0.06, p=0.5647","-0.08, p=0.60538","0.03, p=0.79019","-0.21, p=0.27636","-0.32, p=0.27455","-0.2, p=0.46682","0.17, p=0.50753","0.57, p=0.31859","1.11, p=0.1457","0.83, p=0.38991","-0.76, p=0.39782","0.26, p=0.47391"
"SLC35A1","0.01, p=0.88117","-0.08, p=0.595","0.15, p=0.6406",NA,"-0.06, p=0.00391","-0.06, p=0.51459","0.01, p=0.94296","-0.12, p=0.26091","-0.07, p=0.49086","-0.11, p=0.20064","0.02, p=0.64901","-0.04, p=0.01206","-0.02, p=0.78642","-0.02, p=0.83936","-0.04, p=0.74906","0.16, p=0.54385","0.26, p=0.36261","-0.09, p=0.45432","-0.02, p=0.87253","-0.01, p=0.89313","-0.12, p=0.32771","0.08, p=0.49257","0, p=0.99069","0.16, p=0.0592","-0.07, p=0.28376","0.01, p=0.91822","-0.11, p=0.29717","-0.26, p=0.71256","-0.41, p=0.57574","0.19, p=0.84944","-0.19, p=0.86286","-0.71, p=0.50116","-0.69, p=0.49248"
"CALU","-0.01, p=0.88444","0.19, p=0.498","-1.05, p=0.00041","-0.02, p=0.23066","-0.01, p=0.53248","-0.01, p=0.92434","0.2, p=0.15634","0.04, p=0.81176","-0.23, p=0.09251","-0.18, p=0.30192","0.01, p=0.56665","0, p=0.7354","0.1, p=0.27957","0.11, p=0.26817","0.21, p=0.14057","-0.02, p=0.88649","0, p=0.97358","0.16, p=0.21748","0.08, p=0.53406","0.01, p=0.70827","-0.09, p=0.67049","0.08, p=0.45365","0.02, p=0.90911","-0.05, p=0.32376","-0.07, p=0.54509","-0.11, p=0.38024","-0.09, p=0.58885","-0.56, p=0.32443","-0.02, p=0.76462","-0.34, p=0.38362","0.17, p=0.81911","-0.78, p=0.40581","-0.26, p=0.69736"
"SPTAN1","-0.02, p=0.885","-0.37, p=0.392","0.55, p=0.06874","-0.01, p=0.32977","0.01, p=0.71212","0, p=0.98575","0.24, p=0.04388","-0.21, p=0.07718","0.1, p=0.31472","-0.03, p=0.76404","0.02, p=0.48073","-0.01, p=0.3852","0, p=0.98752","-0.01, p=0.93656","-0.01, p=0.96461","-0.1, p=0.20649","-0.01, p=0.94248","0.16, p=0.05329","0.19, p=0.0232","-0.18, p=0.4993","-0.15, p=0.62477","-0.49, p=0.2236","0.1, p=0.48844","-0.04, p=0.61234","0.04, p=0.50472","0.08, p=0.37804","-0.01, p=0.51709","-0.07, p=0.29144","0.09, p=0.23652","-0.28, p=0.3096","0.48, p=0.44766","0.14, p=0.60573","-0.41, p=0.28207"
"BNIP3","0.03, p=0.88533","0.07, p=0.807","-0.65, p=0.02547","0.01, p=0.48096","-0.02, p=0.484","-0.18, p=0.31919","0.09, p=0.6053","-0.13, p=0.47874","0.31, p=0.02198","0.24, p=0.04324","-0.04, p=0.36622","0, p=0.9759","0.12, p=0.44416","0.11, p=0.51613","0.23, p=0.33997","-0.07, p=0.55485","-0.2, p=0.12677","-0.18, p=0.00916","-0.21, p=0.00255","0.02, p=0.76853","0.07, p=0.65743","-0.02, p=0.81786","0.15, p=0.25156","-0.06, p=0.31264","0.09, p=0.17665","0.05, p=0.69655","0.1, p=0.26373","-0.37, p=0.65128","0.17, p=0.75866","-0.22, p=0.833","0.25, p=0.63795","-0.53, p=0.5574","0.07, p=0.90399"
"MTERF3","0.01, p=0.88613","-0.03, p=0.793","-0.03, p=0.93878","-0.03, p=0.18942","-0.05, p=0.01518","0.07, p=0.291","-0.17, p=0.05237","0.15, p=0.45091","-0.05, p=0.56943","0.01, p=0.89867","-0.04, p=0.36353","-0.04, p=0.02434","0.05, p=0.49226","0.05, p=0.50588","0.11, p=0.36114","-0.19, p=0.46941","-0.41, p=0.12816","-0.07, p=0.67335","-0.67, p=0.00013","-0.04, p=0.50872","-0.04, p=0.70127","-0.04, p=0.6821",NA,"0.02, p=0.81349","-0.02, p=0.77195","-0.02, p=0.85072","-0.01, p=0.88974","-0.26, p=0.68839","-0.35, p=0.56594","-0.34, p=0.73427","-0.29, p=0.73163","-0.19, p=0.84617","-0.43, p=0.66921"
"SUZ12","0.01, p=0.89176","-0.55, p=0.142","0.04, p=0.86808","-0.03, p=0.06492","-0.01, p=0.6482","0.01, p=0.90292","0.12, p=0.38163","0.39, p=0.43657","-0.28, p=0.01629","-0.26, p=0.0011","0.03, p=0.45747","-0.01, p=0.5189","0.07, p=0.63267","0.08, p=0.56814","0.15, p=0.47755","-0.3, p=0.28519","0.05, p=0.87423","0.21, p=0.04773","-0.12, p=0.39493","0.17, p=0.36075","0.22, p=0.46417","0.13, p=0.52704","0.03, p=0.85262","0.03, p=0.69458","-0.07, p=0.30293","-0.16, p=0.24323","0, p=0.7871","-0.17, p=0.33097","-0.22, p=0.36813","-1.93, p=0.13288","0.47, p=0.42504","0.19, p=0.25416","-1.07, p=0.23474"
"ADH5","-0.01, p=0.8924","-0.07, p=0.449","-0.31, p=0.13039","0.06, p=0.00168","0.03, p=0.40617","0.05, p=0.50216","0.23, p=0.10815","0.11, p=0.52113","0.01, p=0.92901","-0.09, p=0.47218","0.02, p=0.40106","0, p=0.6872","0, p=0.97777","0, p=0.97833","0, p=0.99988","0.38, p=0.11035","0.36, p=0.14517","-0.31, p=0.01744","-0.25, p=0.05481","-0.02, p=0.3056","-0.12, p=0.35856","0.06, p=0.52634","0.26, p=0.15171","0.16, p=0.02826","0.04, p=0.52332","0.13, p=0.20139","-0.01, p=0.88811","-0.18, p=0.7029","-0.21, p=0.72974","0.04, p=0.63516","0.23, p=0.76548","-0.39, p=0.70845","-0.76, p=0.43645"
"ENOPH1","0.01, p=0.89712","0.09, p=0.301","0.22, p=0.3051","-0.03, p=0.07759","-0.04, p=0.02942","0, p=0.96087","0.02, p=0.79114","0.02, p=0.83143","0.01, p=0.94362","0.1, p=0.08813","-0.1, p=0.15997","0.01, p=0.3897","0.02, p=0.77528","0.03, p=0.7533","0.05, p=0.68455","-0.08, p=0.52097","-0.24, p=0.08941","-0.22, p=0.03154","-0.37, p=5e-04","-0.1, p=0.22852","-0.17, p=0.25589","-0.05, p=0.62827",NA,"0.05, p=0.56649","-0.05, p=0.43659","-0.07, p=0.45165","-0.07, p=0.43155","0.01, p=0.99284","-1.05, p=0.16223","0.18, p=0.85224","-0.61, p=0.56106","-0.17, p=0.87886","-1.6, p=0.12917"
"EML3","0.02, p=0.89746","0.33, p=0.0351","-0.21, p=0.53183","0.07, p=0.00422","0.16, p=0.00103","0.01, p=0.93548","-0.38, p=0.0675","-0.05, p=0.80065","-0.01, p=0.97449","0.04, p=0.79298","0.08, p=0.19315","0.02, p=0.238","-0.01, p=0.87809","-0.01, p=0.90893","-0.02, p=0.85647","0.04, p=0.49603","0.08, p=0.2162","-0.02, p=0.65227","0.08, p=0.16974","0.32, p=0.34465","0.29, p=0.31336","0.37, p=0.53133","0.08, p=0.49321","0.15, p=0.4455","0.11, p=0.48938","0.11, p=0.23099","0.19, p=0.24169","0.51, p=0.27541","-1.13, p=0.06037","0.31, p=0.5811","-1.3, p=0.09953","0.72, p=0.05266","-0.93, p=0.36044"
"ZNF451","-0.01, p=0.89804","-0.42, p=0.342","-0.26, p=0.27042","0.05, p=0.04511","0.03, p=0.07803","0.03, p=0.65661","-0.11, p=0.40414","-0.19, p=0.10304","-0.14, p=0.39989","-0.16, p=0.19981","0.03, p=0.85096","-0.01, p=0.07796","-0.06, p=0.47463","-0.04, p=0.67456","-0.09, p=0.44473","-0.03, p=0.89611","0.03, p=0.89642","0.05, p=0.77629","0.28, p=0.12652","-0.07, p=0.33059","0.01, p=0.51968","-0.16, p=0.29815","-0.19, p=0.27128","0.12, p=0.28381","0.15, p=0.20626","0.07, p=0.41734","0.14, p=0.31687","-0.34, p=0.40939","-0.34, p=0.37478","-0.47, p=0.45765","0.1, p=0.5935","-0.2, p=0.55199","-0.89, p=0.27517"
"PRCP","0.03, p=0.90103","-0.48, p=0.134","-0.91, p=0.0066","0.03, p=0.24102","0.01, p=0.59933","0.07, p=0.74238","0.13, p=0.4293","0.12, p=0.42203","0.18, p=0.1804","0.2, p=0.07812","-0.04, p=0.43414","-0.03, p=0.114","-0.04, p=0.55908","-0.03, p=0.63958","-0.08, p=0.47743","-0.01, p=0.97339","-0.11, p=0.59542","-0.1, p=0.32394","-0.25, p=0.01506","-0.29, p=0.48942","-0.02, p=0.55572","-0.48, p=0.44559","0.04, p=0.76093","0.02, p=0.82028","-0.11, p=0.30025","-0.06, p=0.45883","-0.19, p=0.3085","0.78, p=0.29701","-0.94, p=0.11345","1.09, p=0.32591","-0.51, p=0.39273","0.46, p=0.62539","-1.48, p=0.10555"
"PPP1R13B","-0.02, p=0.90325",NA,"0.25, p=0.32196","-0.01, p=0.69424","0, p=0.84101","-0.01, p=0.9615","0.04, p=0.83101","0.16, p=0.35018","0, p=0.97559","0.17, p=0.18387","-0.01, p=0.66467","-0.02, p=0.1315","0.04, p=0.65859","0.02, p=0.78751","0.06, p=0.63156","0.08, p=0.61521","0.28, p=0.0834","0.01, p=0.91937","0.01, p=0.92471","0.08, p=0.36499","0.01, p=0.94219","0.14, p=0.26949","0.09, p=0.67762","0.02, p=0.81542","0.03, p=0.68433","0.07, p=0.49407","0.03, p=0.74057","0.25, p=0.70706","-0.08, p=0.90084","0.27, p=0.78533","0.25, p=0.77344","0.24, p=0.81754","-0.49, p=0.62421"
"IGFBP3","0.06, p=0.90479",NA,"-0.12, p=0.86884","0.06, p=0.08033","0.11, p=0.24233","-0.05, p=0.92578","-0.28, p=0.23625","-0.08, p=0.80524","-0.17, p=0.46246","-0.73, p=0.04296","0.04, p=0.30183","-0.02, p=0.5547","-0.04, p=0.61721","-0.03, p=0.76546","-0.07, p=0.59069","0.18, p=0.51958","0.33, p=0.26124","0.18, p=0.22637","0.35, p=0.02333","0.24, p=0.25082","0.1, p=0.34903","0.36, p=0.20916","0.05, p=0.33285","0.06, p=0.35143","0.08, p=0.62323","0.04, p=0.75969","0.19, p=0.41682","-0.02, p=0.84886","1.17, p=0.06245","0.34, p=0.71724","1.14, p=0.12107","-0.38, p=0.7127","1.2, p=0.24195"
"RBM34","0.01, p=0.90561","0.1, p=0.681","0.35, p=0.17232","-0.03, p=0.25642",NA,"0.06, p=0.57926","0.06, p=0.55007","0.15, p=0.53231","-0.05, p=0.54307","-0.06, p=0.45058","-0.02, p=0.39975","0.01, p=0.7048",NA,NA,NA,"-0.16, p=0.31672","-0.15, p=0.37289","-0.24, p=0.01499","-0.31, p=0.00245","-0.08, p=0.47076","-0.45, p=0.51293","-0.7, p=0.46039","0.24, p=0.37864","-0.08, p=0.56269","0.21, p=0.20398","0.03, p=0.78807","0.35, p=0.08473","-0.19, p=0.49254","-0.37, p=0.56387","0.42, p=0.65675","-0.28, p=0.7736","-0.79, p=0.49594","-0.49, p=0.60875"
"POLG2","0.01, p=0.90617","-0.03, p=0.8","0.3, p=0.4368","0, p=0.97681","0.04, p=0.29458","0.02, p=0.81937","0.01, p=0.96476","0.41, p=0.14927","0.21, p=0.23147","-0.09, p=0.5341","-0.01, p=0.62276","-0.02, p=0.4145","-0.08, p=0.29054","-0.08, p=0.32493","-0.16, p=0.16929","0.11, p=0.63078","0.22, p=0.38483","-0.16, p=0.07611","0, p=0.98369","0.07, p=0.7405","-0.17, p=0.67267","0.27, p=0.24899","0.13, p=0.50471","0.06, p=0.66172","0.01, p=0.92993","0.06, p=0.67725","-0.03, p=0.86156","-0.86, p=0.31537","-0.46, p=0.56361","0.69, p=0.52468","-1.08, p=0.32764","-2.41, p=0.04718","0.31, p=0.7686"
"PGRMC1","0.01, p=0.90783","-0.32, p=0.245","-0.96, p=0.00038","-0.04, p=0.07915","-0.02, p=0.36978","0.16, p=0.16166","0.19, p=0.47947","-0.09, p=0.71381","0.19, p=0.56643","0.16, p=0.54121","-0.05, p=0.21265","0.02, p=0.1856",NA,NA,NA,"-0.04, p=0.63629","-0.07, p=0.50806","-0.19, p=0.02046","-0.2, p=0.01609","0, p=0.98154","-0.2, p=0.38763","0.14, p=0.52005","0.01, p=0.94611","-0.12, p=0.46384","-0.17, p=0.10144","-0.23, p=0.15828","-0.21, p=0.2134","0.37, p=0.29885","-0.38, p=0.58979","0.96, p=0.25347","-0.41, p=0.61467","-0.21, p=0.64936","-0.35, p=0.73968"
"ARL4C","-0.02, p=0.90848","0.33, p=0.092","0.08, p=0.68999","-0.07, p=0.01471","-0.02, p=0.70918","0.14, p=0.50741","0.2, p=0.36591","0.03, p=0.88638","0.39, p=0.01754","0.5, p=0.01981","-0.03, p=0.3737","0.04, p=0.06145","-0.01, p=0.9372","0, p=0.98125","-0.01, p=0.94528","0.21, p=0.2309","-0.08, p=0.64444","-0.1, p=0.45286","-0.19, p=0.14226","-0.07, p=0.7936","-0.11, p=0.58778","-0.04, p=0.70086","0.02, p=0.81181","-0.15, p=0.39996","0.02, p=0.7569","-0.16, p=0.53344","0.12, p=0.24777","-0.7, p=0.31454","-0.23, p=0.5764","-0.59, p=0.54595","-0.33, p=0.48487","-0.81, p=0.42422","-0.11, p=0.75065"
"CHMP4A","0.01, p=0.90955",NA,"-0.18, p=0.49671",NA,"0.04, p=0.24822","-0.02, p=0.81802","0.02, p=0.89408","0.19, p=0.11392","-0.01, p=0.93015","0.08, p=0.4569","-0.03, p=0.32065","-0.03, p=0.2655",NA,NA,NA,"0.04, p=0.83669","-0.17, p=0.44044","-0.05, p=0.69074","0.08, p=0.53467","0.06, p=0.6249","0.03, p=0.82749","0.09, p=0.48511",NA,"-0.03, p=0.62242","0.02, p=0.44585","0.08, p=0.39924","-0.03, p=0.75785","-1.48, p=0.05991","0.24, p=0.67443","-1.05, p=0.32923","0.4, p=0.62048","-1.9, p=0.09728","0.37, p=0.71492"
"TRIB1","-0.03, p=0.90973",NA,"-1.19, p=0.03036","-0.07, p=0.1315","-0.16, p=0.00097","0.19, p=0.44788","-0.1, p=0.63453","0.44, p=0.0515","-0.22, p=0.19504","-0.17, p=0.4301","-0.05, p=0.15331","0.04, p=0.3343","-0.01, p=0.90562","0, p=0.97626","-0.01, p=0.9208","-0.26, p=0.14762","-0.65, p=0.00079","-0.02, p=0.84971","-0.39, p=0.00305","-0.39, p=0.31852","-0.61, p=0.16832","-0.26, p=0.66512","-0.22, p=0.48812","0.04, p=0.78904","-0.01, p=0.42886","-0.2, p=0.5708","0.1, p=0.36609","-0.16, p=0.22881","-0.44, p=0.33769","0.17, p=0.22774","-0.49, p=0.17123","-0.48, p=0.47985","-0.37, p=0.15795"
"AKAP8L","-0.01, p=0.91132","-0.54, p=0.06","0.13, p=0.45032","0, p=0.8701","0.05, p=0.04471","-0.04, p=0.70558","-0.04, p=0.78054","0.01, p=0.95127","0.2, p=0.0707","-0.06, p=0.69016","0.02, p=0.55225","0.04, p=0.03041","0.04, p=0.72535","0.04, p=0.78839","0.08, p=0.67558","-0.12, p=0.64604","-0.24, p=0.38302","0.21, p=0.00557","0.21, p=0.00556","0.24, p=0.20697","0.13, p=0.55198","0.32, p=0.15905","-0.08, p=0.75295","0.02, p=0.73805","0.03, p=0.50155","0.03, p=0.27663","0.08, p=0.62453","-0.07, p=0.59979","0.2, p=0.44802","-0.25, p=0.68037","0.56, p=0.33683","0.11, p=0.48989","-0.26, p=0.43708"
"PCNA","-0.03, p=0.91591","0.09, p=0.749","-0.14, p=0.64036","0.01, p=0.63877","-0.04, p=0.28123","0.13, p=0.58606","-0.16, p=0.22188","1.17, p=0.3841","-0.05, p=0.71284","-0.08, p=0.41055","-0.01, p=0.61725","-0.02, p=0.2535","0.09, p=0.17039","0.09, p=0.17915","0.17, p=0.06853","0.18, p=0.45217","-0.63, p=0.01285","-0.29, p=0.05167","-0.21, p=0.16241","-0.07, p=0.48798","-0.12, p=0.47414","-0.02, p=0.85786","0.06, p=0.43488","0.08, p=0.44848","0.01, p=0.91311","0, p=0.99728","0.07, p=0.61932","0.7, p=0.32397","-0.19, p=0.38538","1.33, p=0.07524","-0.03, p=0.79256","0.07, p=0.51767","-0.4, p=0.2817"
